岗位名称,公司名称,薪资,所在城市,工作经验,最低薪资,最高薪资,学历,企业性质,公司规模,最高工作经验,省市,平均薪资,公司最低规模,最低工作经验,招聘人数
首席专家（大数据）,中国联合网络通信有限公司天津市分公司,8万-10万,天津-南开,5-10年,8000,10000,博士,国企 ,1000-9999人 ,10,天津,9000,1000,5,1
ETL工程师,天阳科技,1.4万-1.8万,天津-河东,3-5年,14000,18000,本科,上市公司 ,1000-9999人 ,5,天津,16000,1000,3,3
数字能源高级工程师（自动化方向）,大连宏阳咨询服务有限公司,2万-3万,天津-武清,3-5年,2000,3000,硕士,民营 ,20-99人 ,5,天津,2500,20,3,1
数据运营,天津汇之禧信息技术有限公司,1万-2万,天津-东丽,5-10年,1000,2000,本科,民营 ,100-299人 ,10,天津,1500,100,5,1
C++开发工程师（驻场中汽数据）,新拓尼克科技研发中心 / Syntronic Beijing R&D Center,1.1万-1.6万,天津-西青,3-5年,11000,16000,本科,外商独资 ,500-999人 ,5,天津,13500,500,3,1
商用车数据开发工程师,中汽数据有限公司,6千-8千,天津-西青,1-3年,6000,8000,大专,国企 ,500-999人 ,3,天津,7000,500,1,15
数据开发工程师,天阳科技,1.1万-2万,天津-河东,3-5年,11000,2000,本科,上市公司 ,1000-9999人 ,5,天津,6500,1000,3,1
销售经理（天津健康医疗大数据有限公司-浪潮健康下属子公司）,浪潮集团,1.2万-2万,天津-武清,3-5年,12000,2000,本科,国企 ,10000人以上 ,5,天津,7000,10000,3,1
数据处理开发工程师,天津晨天自动化设备工程有限公司,8千-1.5万,天津-北辰,1-3年,8000,15000,本科,民营 ,100-299人 ,3,天津,11500,100,1,1
产品专家（大数据）,中国联合网络通信有限公司天津市分公司,3万-3.5万,天津-南开,5-10年,3000,35000,硕士,国企 ,1000-9999人 ,10,天津,19000,1000,5,1
数据库管理员（DBA）,浪潮集团,1万-1.5万,天津-武清,1-3年,1000,15000,本科,国企 ,10000人以上 ,3,天津,8000,10000,1,1
车路协同研发工程师 （大数据）,中汽数据有限公司,1.2万-1.8万,天津-东丽,不限,12000,18000,硕士,国企 ,500-999人 ,20,天津,15000,500,20,1
经济数据分析,海博浩(深圳)贸易有限公司,9千-1.5万,天津-河东,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,6
天津健康医疗大数据有限公司副总经理,浪潮集团,1.5万-3万,天津-武清,5-10年,15000,3000,本科,国企 ,10000人以上 ,10,天津,9000,10000,5,1
销售数据分析,天津市成高贸易有限公司,6千-8千,天津-河东,1-3年,6000,8000,本科,民营 ,100-299人 ,3,天津,7000,100,1,1
数据分析,天津行至简科技有限公司,8千-1万,天津-滨海新区,3-5年,8000,1000,本科,民营 ,20-99人 ,5,天津,4500,20,3,1
副总经理（天津健康医疗大数据有限公司-浪潮健康下属子公司）,浪潮集团,2万-3万,天津-武清,5-10年,2000,3000,本科,国企 ,10000人以上 ,10,天津,2500,10000,5,1
数据分析经理,联合运输,1万-1.5万,天津-东丽,3-5年,1000,15000,大专,民营 ,500-999人 ,5,天津,8000,500,3,1
数据分析师,北京笃信科技有限公司,8千-1.5万,天津-南开,不限,8000,15000,大专,其它 ,20-99人 ,20,天津,11500,20,20,1
数据分析师,天津卓漫科技有限公司,6千-1.2万,天津-西青,不限,6000,12000,本科,民营 ,500-999人 ,20,天津,9000,500,20,2
经济数据分析,北京金照商贸有限公司,9千-1.5万,天津-和平,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,5
经济数据分析,北京金照商贸有限公司,9千-1.5万,天津-滨海新区,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,5
软件数据分析师,北京先烽科技有限公司,9千-1.5万,天津-滨海新区,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,6
经济数据分析,北京金照商贸有限公司,9千-1.5万,天津-南开,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,5
软件数据分析师,北京先烽科技有限公司,9千-1.5万,天津-东丽,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,6
商业数据分析,北京金照商贸有限公司,9千-1.5万,天津-河西,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,11
数据分析工程师,天津鑫能联合科技有限公司,6千-8千,天津-河西,不限,6000,8000,大专,民营 ,20-99人 ,20,天津,7000,20,20,3
软件数据分析师,海博浩(深圳)贸易有限公司,9千-1.5万,天津-河西,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,0
经济数据分析,北京金照商贸有限公司,9千-1.5万,天津-河东,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,5
数据分析岗,爱玛科技集团股份有限公司,6千-9千,天津,3-5年,6000,9000,大专,上市公司 ,10000人以上 ,5,天津,7500,10000,3,2
资料分析员,海博浩(深圳)贸易有限公司,9千-1.5万,天津-河西,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,6
数据分析师+大平台稳定,北京五八信息技术有限公司,8千-1.5万,天津-滨海新区,1-3年,8000,15000,本科,合资 ,10000人以上 ,3,天津,11500,10000,1,3
经济数据分析,北京金照商贸有限公司,9千-1.5万,天津-河西,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,12
软件数据分析师,北京杉汇商贸有限公司,8千-1.2万,天津-南开,不限,8000,12000,大专,民营 ,20-99人 ,20,天津,10000,20,20,5
数据分析师,天津利安隆新材料股份有限公司,8千-1.2万,天津,3-5年,8000,12000,本科,上市公司 ,1000-9999人 ,5,天津,10000,1000,3,1
软件数据分析师,北京先烽科技有限公司,9千-1.5万,天津-西青,不限,9000,15000,大专,民营 ,20-99人 ,20,天津,12000,20,20,6
数据分析师,天津行至简科技有限公司,7千-1万,天津-滨海新区,3-5年,7000,1000,本科,民营 ,20-99人 ,5,天津,4000,20,3,1
数据分析师,天津修源时尚设计有限公司,7千-1.2万,天津-红桥,1-3年,7000,12000,本科,民营 ,100-299人 ,3,天津,9500,100,1,1
数据专员,恒安集团,4千-6千,天津-西青,不限,4000,6000,大专,外商独资 ,10000人以上 ,20,天津,5000,10000,20,1
商业数据分析,北京慰鑫科技有限公司,1万-1.2万,天津-和平,不限,1000,12000,大专,民营 ,20-99人 ,20,天津,6500,20,20,12
软件数据分析师,北京杉汇商贸有限公司,8千-1.2万,天津-河西,不限,8000,12000,大专,民营 ,20-99人 ,20,天津,10000,20,20,5
数据监控,未来已来(天津)科技发展有限责任公司,4千-5千,天津-武清,1-3年,4000,5000,大专,股份制企业 ,20-99人 ,3,天津,4500,20,1,1
环境数据分析工程师,佳华科技,6千-8千,天津-滨海新区,3-5年,6000,8000,本科,民营 ,500-999人 ,5,天津,7000,500,3,3
数据分析专员,天津海昌极地海洋世界,3千-4千,天津,1-3年,3000,4000,本科,民营 ,100-299人 ,3,天津,3500,100,1,1
风控数据分析,北京五八信息技术有限公司,5千-8千,天津-滨海新区,不限,5000,8000,本科,合资 ,10000人以上 ,20,天津,6500,10000,20,2
软件数据分析师,北京杉汇商贸有限公司,8千-1.2万,天津-河东,不限,8000,12000,大专,民营 ,20-99人 ,20,天津,10000,20,20,5
数据分析师,未来已来(天津)科技发展有限责任公司,5千-1万,天津-武清,1-3年,5000,1000,大专,股份制企业 ,20-99人 ,3,天津,3000,20,1,1
数据分析员,天津鑫能联合科技有限公司,5千-6千,天津-河西,不限,5000,6000,大专,民营 ,20-99人 ,20,天津,5500,20,20,3
ESG数据分析师,天津华测检测认证有限公司,8千-1.2万,天津-东丽,不限,8000,12000,本科,民营 ,500-999人 ,20,天津,10000,500,20,1
数据分析师,天津北海油人力资源咨询服务有限公司,6千-1.2万,天津-滨海新区,1-3年,6000,12000,学历不限,国企 ,20-99人 ,3,天津,9000,20,1,20
联想急招呼叫中心数据运营,联想教育科技(北京)有限公司,9千-1.1万,天津-东丽,3-5年,9000,11000,本科,民营 ,300-499人 ,5,天津,10000,300,3,1
互联网数据分析员（实习）,天津经纬智图信息技术有限公司,3千-6千,天津-滨海新区,不限,3000,6000,大专,民营 ,20-99人 ,20,天津,4500,20,20,5
资料分析员,海博浩(深圳)贸易有限公司,9千-1.5万,天津-和平,不限,9000,15000,大专,民营 ,10000人以上 ,20,天津,12000,10000,20,6
高级数据运营分析+互联网大厂+base滨海新区,北京五八信息技术有限公司,8千-1万,天津-滨海新区,3-5年,8000,1000,本科,合资 ,20-99人 ,5,天津,4500,20,3,2
数据处理工程师,天津北海油人力资源咨询服务有限公司,6千-1.2万,天津-滨海新区,不限,6000,12000,本科,国企 ,20-99人 ,20,天津,9000,20,20,2
数据运营负责人,天津渤化资产经营管理有限公司,9千-1.5万,天津-河西,3-5年,9000,15000,本科,国企 ,10000人以上 ,5,天津,12000,10000,3,1
景区数据分析,圣世(天津)文化旅游有限公司,5千-8千,天津-静海,1-3年,5000,8000,本科,民营 ,500-999人 ,3,天津,6500,500,1,1
数据分析岗,爱玛科技集团股份有限公司,1.5万-2万,天津,3-5年,15000,2000,本科,上市公司 ,300-499人 ,5,天津,8500,300,3,1
数据运营管培生(J12890),天津谷川科技有限公司,6千-8千,天津,不限,6000,8000,本科,民营 ,20-99人 ,20,天津,7000,20,20,2
数据分析经理,乐达高志(天津)商贸有限公司,7千-8千,天津-南开,1-3年,7000,8000,大专,民营 ,10000人以上 ,3,天津,7500,10000,1,2
数据分析实习生,石家庄懒兔网络科技有限公司,5千-9千,天津-河西,1年以下,5000,9000,大专,其它 ,1000-9999人 ,1,天津,7000,1000,1,10
人力数据分析岗,力神电池,6千-1.2万,天津-西青,1-3年,6000,12000,本科,其它 ,20人以下 ,3,天津,9000,20,1,1
客户数据分析,印力商用置业有限公司,1万-1.1万,天津-和平,3-5年,1000,11000,本科,股份制企业 ,500-999人 ,5,天津,6000,500,3,1
贝壳-报告组主管,中胜(天津)人力资源管理有限公司,9千-1.1万,天津-红桥,1-3年,9000,11000,本科,民营 ,10000人以上 ,3,天津,10000,10000,1,1
数据工程师,天津东皋膜技术有限公司,5千-8千,天津-宝坻,1-3年,5000,8000,本科,民营 ,1000-9999人 ,3,天津,6500,1000,1,1
数据运营,北京五八信息技术有限公司,8千-1万,天津-滨海新区,1-3年,8000,1000,本科,合资 ,20-99人 ,3,天津,4500,20,1,1
数据业务分析师,天津利安隆新材料股份有限公司,7千-1.2万,天津-西青,不限,7000,12000,本科,上市公司 ,10000人以上 ,20,天津,9500,10000,20,1
电商数据分析师,有范(天津)商贸有限公司,6千-8千,天津-河东,3-5年,6000,8000,本科,民营 ,20-99人 ,5,天津,7000,20,3,1
数据运营经理,北京五八信息技术有限公司,1.1万-1.6万,天津-滨海新区,3-5年,11000,16000,本科,合资 ,1000-9999人 ,5,天津,13500,1000,3,1
数据梳理（人力外包）,天津行至简科技有限公司,6千-1.1万,天津-滨海新区,1-3年,6000,11000,本科,民营 ,20-99人 ,3,天津,8500,20,1,3
行业数据分析师,宜科（天津）电子有限公司,8千-1.5万,天津-西青,3-5年,8000,15000,本科,外商独资 ,500-999人 ,5,天津,11500,500,3,1
运营数据主管,天津华北创业小额贷款有限公司,4千-6千,天津,不限,4000,6000,本科,民营 ,10000人以上 ,20,天津,5000,10000,20,1
高级数据分析师~base滨海新区,北京五八信息技术有限公司,9千-1.2万,天津-滨海新区,1-3年,9000,12000,本科,合资 ,10000人以上 ,3,天津,10500,10000,1,3
Master Data Analyst(Finance),路易达孚(天津)食品科技有限责任公司,8千-1万,天津-滨海新区,1-3年,8000,1000,本科,外商独资 ,100-299人 ,3,天津,4500,100,1,1
BOM工程师,华海智汇技术有限公司,1.2万-1.8万,天津-滨海新区,3-5年,12000,18000,本科,合资 ,500-999人 ,5,天津,15000,500,3,1
数据营销管培生(J12921),天津谷川科技有限公司,6千-8千,天津,不限,6000,8000,本科,民营 ,500-999人 ,20,天津,7000,500,20,5
数据配置工程师（信号）,天津市英贝特航天科技有限公司,8千-1.5万,天津,不限,8000,15000,本科,股份制企业 ,300-499人 ,20,天津,11500,300,20,3
数字化双碳解决方案工程师,中汽数据有限公司,1.5万-2万,天津-东丽,1-3年,15000,2000,硕士,国企 ,500-999人 ,3,天津,8500,500,1,3
数据处理工程师 周末双休,环球慧思数据技术有限公司,5千-8千,天津-和平,不限,5000,8000,本科,股份制企业 ,300-499人 ,20,天津,6500,300,20,1
数据库内核开发工程师-- 存储引擎,海量数据,1.8万-3.5万,天津,5-10年,18000,35000,本科,股份制企业 ,500-999人 ,10,天津,26500,500,5,2
数据治理工程师,中汽数据有限公司,8千-1.2万,天津-西青,不限,8000,12000,硕士,国企 ,500-999人 ,20,天津,10000,500,20,1
国土空间数据处理工程师,天津市金地润通规划咨询有限公司,8千-1.5万,天津-南开,3-5年,8000,15000,本科,民营 ,20-99人 ,5,天津,11500,20,3,3
低碳数据分析师,中创碳投,8千-1万,天津-武清,不限,8000,1000,本科,民营 ,100-299人 ,20,天津,4500,100,20,1
企划财务部数据治理岗,渤海财产保险股份有限公司,8千-1.5万,天津,不限,8000,15000,本科,股份制企业 ,1000-9999人 ,20,天津,11500,1000,20,1
财务数据分析师,天津特瑞希管理咨询有限公司,9千-1.1万,天津-红桥,1-3年,9000,11000,本科,民营 ,20人以下 ,3,天津,10000,20,1,1
统计程序培训生 (MJ000730),零氪信息技术(北京)有限公司,7千-8千,天津-滨海新区,无经验,7000,8000,本科,民营 ,1000-9999人 ,0,天津,7500,1000,0,4
数据运营专员~base滨海新区,北京五八信息技术有限公司,8千-1.1万,天津-滨海新区,1-3年,8000,11000,本科,合资 ,10000人以上 ,3,天津,9500,10000,1,3
数据分析师,津房联(天津)有限公司,9千-1.5万,天津-和平,3-5年,9000,15000,硕士,股份制企业 ,20-99人 ,5,天津,12000,20,3,2
ADS数据分析工程师,经纬恒润,9千-1.4万,天津-西青,1-3年,9000,14000,本科,民营 ,1000-9999人 ,3,天津,11500,1000,1,6
数据运营岗,天津万科物业服务有限公司,5千-6千,天津-滨海新区,无经验,5000,6000,本科,股份制企业 ,1000-9999人 ,0,天津,5500,1000,0,1
数据治理工程师(J11370),北京易华录信息技术股份有限公司,1.8万-2.8万,天津-津南,3-5年,18000,28000,本科,股份制企业 ,1000-9999人 ,5,天津,23000,1000,3,5
数据工程师,华海智汇技术有限公司,1.3万-2万,天津-滨海新区,3-5年,13000,2000,本科,合资 ,500-999人 ,5,天津,7500,500,3,1
业务管理及运营专员,天津卓朗科技发展有限公司,5千-7千,天津-红桥,3-5年,5000,7000,大专,上市公司 ,500-999人 ,5,天津,6000,500,3,3
数据咨询服务工程师,中汽数据有限公司,1万-1.5万,天津-西青,1-3年,1000,15000,硕士,国企 ,500-999人 ,3,天津,8000,500,1,1
数据开发-监管报送-四川银行,成都高伟达信息技术有限公司,1.3万-1.8万,成都-武侯,3-5年,13000,18000,本科,上市公司 ,100-299人 ,5,四川,15500,100,3,1
大数据分析工程师,成都德宸锦睿科技有限公司,7千-9千,成都-武侯,不限,7000,9000,本科,民营 ,20-99人 ,20,四川,8000,20,20,1
大数据讲师（工程师）,成都银河教育中心,6千-1.2万,成都,1-3年,6000,12000,本科,民营 ,100-299人 ,3,四川,9000,100,1,1
大数据开发工程师,成都骥子龙文信息技术有限公司,1万-1.8万,成都,3-5年,1000,18000,本科,民营 ,100-299人 ,5,四川,9500,100,3,2
大数据实施工程师,安徽连山科技有限公司,1万-1.5万,成都-武侯,3-5年,1000,15000,本科,民营 ,100-299人 ,5,四川,8000,100,3,1
数据处理工程师（大数据方向）,成都大公博创信息技术有限公司,1万-1.5万,成都-郫都,5-10年,1000,15000,本科,民营 ,100-299人 ,10,四川,8000,100,5,1
大数据建模工程师,天源迪科,1.5万-2万,成都-武侯,3-5年,15000,2000,本科,民营 ,1000-9999人 ,5,四川,8500,1000,3,1
大数据开发工程师（劳务派遣）,中国网安,1万-1.5万,成都-武侯,3-5年,1000,15000,大专,国企 ,1000-9999人 ,5,四川,8000,1000,3,1
大数据开发主任工程师岗（成都）(J11891),中创新航科技集团股份有限公司,1.5万-2.5万,成都-龙泉驿,5-10年,15000,25000,本科,国企 ,10000人以上 ,10,四川,20000,10000,5,2
大数据讲师,华迪信息,1万-2万,成都-郫都,3-5年,1000,2000,本科,民营 ,100-299人 ,5,四川,1500,100,3,1
大数据讲师,北京博海迪信息科技股份有限公司,6千-1.2万,成都-锦江,1-3年,6000,12000,本科,民营 ,300-499人 ,3,四川,9000,300,1,1
大数据开发,北京联龙博通电子商务技术有限公司,1.1万-1.9万,成都-武侯,3-5年,11000,19000,本科,民营 ,1000-9999人 ,5,四川,15000,1000,3,1
大数据工程师,成都微娱软件开发有限公司,5千-9千,成都-武侯,不限,5000,9000,学历不限,股份制企业 ,20人以下 ,20,四川,7000,20,20,1
大数据开发工程师,郑州微芒汽车科技有限公司,6千-9千,成都-武侯,无经验,6000,9000,大专,其它 ,100-299人 ,0,四川,7500,100,0,5
高级python爬虫工程师（面向全国，可兼职）,四川千正科技有限责任公司,3万-5万,成都-武侯,3-5年,3000,5000,学历不限,股份制企业 ,100-299人 ,5,四川,4000,100,3,2
大数据分析工程师（重庆）,重庆首讯科技股份有限公司,6千-1.2万,成都-武侯,3-5年,6000,12000,本科,国企 ,300-499人 ,5,四川,9000,300,3,2
大数据工程师 ICT,上海优泉人力资源有限公司,1.8万-2.5万,成都-成华,3-5年,18000,25000,学历不限,民营 ,100-299人 ,5,四川,21500,100,3,2
数据开发工程师,陕西万德信息科技股份有限公司,8千-1万,成都-金牛,1-3年,8000,1000,本科,民营 ,500-999人 ,3,四川,4500,500,1,1
爬虫开发工程师,上海艾策通讯科技股份有限公司,8千-1.5万,成都-武侯,3-5年,8000,15000,本科,股份制企业 ,20-99人 ,5,四川,11500,20,3,2
